ID,Reference,Journal,Year,Main Author,Country,latitude,longitude,OrganicCarbonClassification,controlmean,controlsd,treatmentmean,treatmentsd,controln,treatmentn,Notillageyears,fertilize kgN/ha,monoculture,Layer,layer,Altitude-m,MAT°C,MAP mm,BD,soil types,pH,Texture
164,"IMPACT OF CONSERVATION TILLAGE ON ORGANIC MATTER DYNAMICS IN
LOESS DRYLAND SOIL, PUNJAB, PAKISTAN",The Journal of Animal and Plant Sciences,2022,I. Naz,Pakistan,33.6,73.03333333,MAOC,3.67,0.3,4.85,0.3,4,4,2,,Yes,0-20,Top,517,21.60833359,948,,,,sandyclayloam
165,"IMPACT OF CONSERVATION TILLAGE ON ORGANIC MATTER DYNAMICS IN
LOESS DRYLAND SOIL, PUNJAB, PAKISTAN",The Journal of Animal and Plant Sciences,2022,I. Naz,Pakistan,33.6,73.03333333,MAOC,3.86,0.3,5.11,0.3,4,4,2,,No,0-20,Top,517,21.60833359,948,,,,sandyclayloam
166,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,MAOC,5.33,0.4,5.76,0.14,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
167,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,MAOC,4.94,0.46,5.78,0.15,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
168,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,MAOC,4.82,0.4,3.89,0.28,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
169,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,MAOC,4.08,0.64,3.81,0.34,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
170,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,POC,3.87,0.16,6.07,0.35,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
171,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,POC,4.02,0.32,3.68,0.28,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
172,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,POC,2.89,0.86,2.82,0.17,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
173,土壤颗粒有机碳和矿质结合有机碳对４种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,POC,1.9,0.21,1.98,0.64,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
174,土壤颗粒有机碳和矿质结合有机碳对4种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,SOC,9.2,0.48,11.83,0.31,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
175,土壤颗粒有机碳和矿质结合有机碳对4种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,SOC,8.96,0.18,9.46,0.29,3,3,9,364.5,No,0-20,Top,458,12.90833333,659,1.779999971,,6.800000191,clayloam
176,土壤颗粒有机碳和矿质结合有机碳对4种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,SOC,7.71,0.45,6.71,0.15,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
177,土壤颗粒有机碳和矿质结合有机碳对4种耕作措施的响应,水土保持学报,2012,姬 强,CHINA,34.263566,108.063431,SOC,5.98,0.82,5.79,0.37,3,3,9,364.5,No,20-40,Sub,458,12.90833333,659,1.799999952,,7.099999905,clayloam
178,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,MAOC,22.66,1.33,23.93,1.01,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
179,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,MAOC,21.74,1.25,18.16,0.95,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
180,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,MAOC,20.03,0.81,18.65,1.24,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,5.099999905,clayloam
181,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,POC,3.79,0.64,7.54,0.8,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
182,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,POC,3.27,0.44,7.24,0.45,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
183,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,POC,3.39,0.2,3.28,0.42,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,5.099999905,clayloam
184,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,SOC,26.46,4.485013972,31.48,6.630017687,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
185,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,SOC,25.16,4.264661811,25.4,5.349506012,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,6.1,clayloam
186,"Organic carbon and nitrogen contents and their fractions
in soils with onion crops in different management systems",Soil Research,2018,Lucas Borges Ferreira,Brazil,-27.25,-50.33333333,SOC,21.32,3.61377543,21.93,4.618687671,5,5,8,180,No,0-20,Top,1100,17.68,1400,1.75,disstrudept,5.099999905,clayloam
187,"Physical, chemical, and biochemical mechanisms of soil organic matter
stabilization under conservation tillage systems: A central role for microbes
and microbial by-products in C sequestration",Soil Biology and Biochemistry,2013,César Plaza,Spanish,40.05,-4.416666667,MAOC,3.79,0.45,4.41,0.43,3,3,25,,Yes,0-20,Top,440,15,450,1.710000038,ploxerf(,8.199999809,sandyloam
188,"Physical, chemical, and biochemical mechanisms of soil organic matter
stabilization under conservation tillage systems: A central role for microbes
and microbial by-products in C sequestration",Soil Biology and Biochemistry,2013,César Plaza,Spanish,40.05,-4.416666667,SOC,6.99,0.53,8.11,0.36,3,3,25,,Yes,0-20,Top,440,15,450,1.710000038,ploxerf(,8.199999809,sandyloam
189,Combined role of no-tillage and cropping systems in soil carbon stocks and stabilization,Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,MAOC,0.909090909,0.64,2.083916084,0.76,3,3,18,,No,0-20,Top,96,19.4,1440,1.43,Acrisol,6.099999905,sandyclayloam
190,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,MAOC,0.994011976,0.68,1.413173653,0.8,3,3,18,,No,0-20,Top,96,19.4,1440,1.67,Acrisol,6.099999905,sandyclayloam
191,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,MAOC,1.139393939,1.05,0.575757576,1.41,3,3,18,,No,0-20,Top,96,19.4,1440,1.65,Acrisol,6.099999905,sandyclayloam
192,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,MAOC,1.123333333,2.17,1.206666667,1.94,3,3,18,,No,0-20,Top,96,19.4,1440,1.5,Acrisol,6.099999905,sandyclayloam
193,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,SOC,2.293706294,0.72,5.216783217,0.16,3,3,18,,No,0-20,Top,96,19.4,1440,1.43,Acrisol,6.099999905,sandyclayloam
194,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,SOC,1.616766467,0.71,1.736526946,0.94,3,3,18,,No,0-20,Top,96,19.4,1440,1.67,Acrisol,6.099999905,sandyclayloam
195,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,SOC,1.23030303,1.46,0.612121212,1.58,3,3,18,,No,0-20,Top,96,19.4,1440,1.65,Acrisol,6.099999905,sandyclayloam
196,"Combined role of no-tillage and cropping systems in soil carbon stocks and
stabilization",Soil & Tillage Research,2013,Paulo Cesar Conceic¸a˜o,Brazil,-30.85,-51.63333333,SOC,1.676666667,2.27,2.063333333,2.4,3,3,18,,No,0-20,Top,96,19.4,1440,1.5,Acrisol,6.099999905,sandyclayloam
197,Transition from intensive tillage to no-till enhances carbon sequestration in microaggregates of surface soil in the North China Plain,Soil & Tillage Research,2015,Zhangliu Du,China,37.88333333,114.6833333,MAOC,7.34,0.45,9.22,0.72,3,3,7,,No,0-20,Top,50,12,536,1.730000019,,6.199999809,siltyloam
198,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,MAOC,18.98461538,13.32,65.56213018,14.34,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
199,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,MAOC,19.36923077,13.32,71.62130178,14.08,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
200,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,MAOC,16.95769231,13.32,4.400887574,14.6,4,4,10,,Yes,20-40,Sub,475,18,1400,,Typic Hapluldult,,clayloam
201,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,POC,2.2,0.67,15.38461538,3.14,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
202,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,POC,1.461538462,0.76,6.446153846,3.14,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
203,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,POC,0.730769231,0.67,1.134615385,3.14,4,4,10,,Yes,20-40,Sub,475,18,1400,,Typic Hapluldult,,clayloam
204,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,SOC,21.18,3.590045197,80.94,17.04681168,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
205,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,SOC,20.83,3.530719616,78.07,16.44235962,4,4,10,,Yes,0-20,Top,475,18,1400,,Typic Hapluldult,6.2,clayloam
206,"Effects of Tillage and Cover Crops on Total Carbon and
Nitrogen Stocks and Particle-Size Fractions of Soil Organic Matter under Onion Crop",Horticulturae,2023,Ana Carla Kuneski,Brazil,-27.41444444,-49.6025,SOC,17.69,2.998484398,5.53,1.164675915,4,4,10,,Yes,20-40,Sub,475,18,1400,,Typic Hapluldult,,clayloam
207,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,MAOC,10.96923077,0.95,31.19526627,2.09,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
208,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,MAOC,11.69230769,0.95,22.01183432,4.94,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
209,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,MAOC,3.461538462,0.95,5.514792899,0.95,6,6,6,,Yes,20-40,Sub,320,9.5,975,1.850000024,,,siltyclay
210,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,POC,3.076923077,0.95,11.83076923,5.65,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
211,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,POC,3.076923077,0.57,3.307692308,1.51,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
212,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,POC,0.815384615,0.45,0.815384615,0.27,6,6,6,,Yes,20-40,Sub,320,9.5,975,1.850000024,,,siltyclay
213,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,SOC,14.04615385,2.380846419,43.0260355,9.061733685,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
214,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,SOC,14.76923077,2.503409159,25.31952663,5.332557477,6,6,6,,Yes,0-20,Top,320,9.5,975,1.779999971,,6,siltyclayloam
215,No-till and cover crop impacts on soil carbon and associated properties on Pennsylvania dairy farms,journal of soil and water conservation,2008,C.J. Dell,USA,40.93333333,-77.65,SOC,4.276923077,0.724945569,6.330177515,1.33320168,6,6,6,,Yes,20-40,Sub,320,9.5,975,1.850000024,,,siltyclay
216,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,MAOC,8.755980861,1.093926826,10.04784689,0.745859199,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
217,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,MAOC,9.387559809,0.348067626,7.033492823,0.895031039,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
218,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,MAOC,3.90430622,0.59668736,2.641148325,0.59668736,3,3,20,405,No,20-40,Sub,6,15.1,1000,,,,sandyloam
219,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,MAOC,2.698564593,0.944754986,1.751196172,0.397791573,3,3,20,405,No,40-60,Sub,6,15.1,1000,,,,sandyloam
220,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,POC,5.711790393,0.665591577,7.772925764,0.332795788,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
221,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,POC,5.135371179,0.242033301,3.231441048,0.423558276,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
222,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,POC,2.829694323,0.272287463,1.502183406,0.302541626,3,3,20,405,No,20-40,Sub,6,15.1,1000,,,,sandyloam
223,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,POC,0.943231441,0.242033301,0.15720524,0.272287463,3,3,20,405,No,40-60,Sub,6,15.1,1000,,,,sandyloam
224,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,SOC,14.11016949,0.513743884,18.22033898,1.027487767,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
225,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,SOC,12.20338983,0.66052785,7.838983051,0.66052785,3,3,20,405,No,0-20,Top,6,15.1,1000,,,,sandyloam
226,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,SOC,6.313559322,0.733919834,3.43220339,0.66052785,3,3,20,405,No,20-40,Sub,6,15.1,1000,,,,sandyloam
227,Effects of tillage on soil organic carbon and crop yield under straw return,"Agriculture, Ecosystems & Environment",2023,Xintan Zhang,CHINA,32.344137,119.3999,SOC,2.966101695,0.4403519,1.822033898,0.807311817,3,3,20,405,No,40-60,Sub,6,15.1,1000,,,,sandyloam
228,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,MAOC,2.59,0.02,2.65,0.03,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
229,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,MAOC,2.7,0.05,2.83,0.08,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
230,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,MAOC,3.12,0.05,3.29,0.03,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
231,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,MAOC,3.25,0.02,3.36,0.04,3,3,17,20,No,20-40,Sub,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
232,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,POC,5.84,0.1,7.19,0.1,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
233,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,POC,5.36,0.08,6.74,0.18,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
234,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,POC,4.31,0.13,5.01,0.23,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
235,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,POC,4.01,0.05,4.26,0.08,3,3,17,20,No,20-40,Sub,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
236,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,SOC,8.519685039,0.192913386,9.980314961,0.165354331,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
237,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,SOC,8.106299213,0.220472441,9.622047244,0.303149606,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
238,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,SOC,7.61023622,0.303149606,8.354330709,0.468503937,3,3,17,20,No,0-20,Top,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
239,耕作措施对旱作农田土壤颗粒态有机碳的影响,中国生态农业学报,2018,武 均,CHINA,35.46666667,104.7333333,SOC,7.472440945,0.496062992,7.748031496,0.468503937,3,3,17,20,No,20-40,Sub,2000,6.4,390.9,1.17,典型的黄绵土,8.45,loam
240,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,23.6,5.632410988,25.90909091,6.157067081,6,6,19,60,No,0-20,Top,409,19.2,1774,1.1,Dystroferric Latosol,4.8,clay
241,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,21.51219512,5.134132381,24.60162602,5.846359574,6,6,19,60,No,0-20,Top,409,19.2,1774,1.23,Dystroferric Latosol,5,clay
242,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,25.27927928,6.033190271,28.5045045,6.773844245,6,6,19,150,No,0-20,Top,409,19.2,1774,1.11,Dystroferric Latosol,4.9,clay
243,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,19.62406015,4.683507289,18.19548872,4.323997512,6,6,19,60,No,0-20,Top,409,19.2,1774,1.33,Dystroferric Latosol,4.8,clay
244,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,21.21259843,5.062630189,21.07086614,5.007305611,6,6,19,60,No,0-20,Top,409,19.2,1774,1.27,Dystroferric Latosol,5,clay
245,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,21.10447761,5.036825915,21.2238806,5.043668148,6,6,19,150,No,0-20,Top,409,19.2,1774,1.34,Dystroferric Latosol,4.9,clay
246,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,12.37185924,2.952686267,12.15577884,2.888713694,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.8,clay
247,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,12.82914567,3.061822925,12.81909542,3.046345033,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,5,clay
248,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,13.61306526,3.248914337,13.85427129,3.292345455,6,6,19,150,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.9,clay
249,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,10.05418733,2.399547255,9.645320333,2.292125359,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.8,clay
250,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,9.935960731,2.371331119,10.3842366,2.467722297,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,5,clay
251,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,MAOC,10.16748783,2.426587719,10.64532035,2.529766548,6,6,19,150,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.9,clay
252,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,2.545454545,0.467222411,5.945454545,1.558225829,6,6,19,60,No,0-20,Top,409,19.2,1774,1.1,Dystroferric Latosol,4.8,clay
253,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,3.219512195,0.590946812,5.609756098,1.470243659,6,6,19,60,No,0-20,Top,409,19.2,1774,1.23,Dystroferric Latosol,5,clay
